title,tag,info,comments,content
我的两个祖国,豆瓣图书标签: 回忆录,[美] 埃德温•O.赖肖尔 / 刘克申 / 上海译文出版社 / 2022-4 / 78,(42人评价),"“最好的历史学家，是最有偏见的历史学家”
哈佛大学东亚研究奠基人，赖肖尔眼中的美国与日本
赖肖尔一生与日本结下了不解之缘。
他把日本视为他的第二个祖国。在这..."
上学记（增订版）,豆瓣图书标签: 回忆录,何兆武  口述、文靖  执笔 / 人民文学出版社 / 2016-3 / 32.00元,(1986人评价),《上学记》是著名学者何兆武先生的个人口述史。何先生生于1921年，在北平读小学和中学，在西南联大读大学和研究生，共七年，读过四个系，之后在清华大学任教。《上...
也许你该找个人聊聊,豆瓣图书标签: 回忆录,[美]洛莉·戈特利布 / 张含笑 / 果麦文化/上海文化出版社 / 2021-7-28 / 68.00元,(26344人评价),这是一位心理治疗师的回忆录，讲述了发生在诊室中的故事。在这个小小的密闭空间里，人们会展现出最真实、最脆弱的一面；也是在这里，人们获得了陪伴和倾听，也获得了宝...
战争中没有女性,豆瓣图书标签: 回忆录,[白俄] S. A. 阿列克谢耶维奇 / 吕宁思 / 中信出版集团 / 2021-8 / 69,(1114人评价),"【内容简介】
第二次世界大战期间，苏联有超过一百万女性参战。她们是15-30岁的年轻女孩，却担任起被视为“男人的岗位”的职责，她们是医生、狙击手、坦克手步兵..."
我们仨,豆瓣图书标签: 回忆录,杨绛 / 生活·读书·新知三联书店 / 2012-9 / 23.00元,(42097人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
你当像鸟飞往你的山,豆瓣图书标签: 回忆录,[美] 塔拉·韦斯特弗 / 任爱红 / 南海出版公司 / 2019-10 / 59.00元,(144562人评价),人们只看到我的与众不同：一个十七岁前从未踏入教室的大山女孩，却戴上一顶学历的高帽，熠熠生辉。只有我知道自己的真面目：我来自一个极少有人能想象的家庭。我的童年...
文学江湖,豆瓣图书标签: 回忆录,王鼎钧 / 生活·读书·新知三联书店 / 2013-1 / 45.00元,(1562人评价),这是王鼎钧“回忆录四部曲”的第四部。从1949年随国民党军队撤退去台湾，到1978年移民美国，作者用三个“十年”，从个人的视角感受和记录了台湾的大历史和一己...
﻿刘擎西方现代思想讲义,豆瓣图书标签: 思想,刘擎 / 新星出版社 / 2021-1 / 79.00元,(20562人评价),人生的意义，人们向往的自由和公平的价值，人类文明的复杂冲突与未来趋势……这些让你困惑的大小问题，过去也困扰过韦伯、尼采、萨特等杰出的头脑。他们尽最大努力做出...
纳瓦尔宝典,豆瓣图书标签: 思想,[美] 埃里克·乔根森 / 赵灿 / 中信出版社 / 2022-4 / 68.00元,(1959人评价),"致富不仅仅靠运气，幸福也不是从天而降的。积累财富和幸福生活都是我们可以且需要学习的技能。
那么指导我们学习的原则和方法是什么？本书提供了原则和方法。这本书收..."
消失的真实,豆瓣图书标签: 思想,金观涛 / 中信出版集团 / 2022-3 / 88元,(270人评价),"【内容简介】
近年在新冠疫情的冲击下，世界越发动荡，区域冲突加剧，经济萎靡不振，迷茫与失序感充斥于公众情绪中。经济持续下行的压力急需寻找出口，以致许多人似乎..."
思想史研究课堂讲录（增订版）,豆瓣图书标签: 思想,葛兆光 / 生活·读书·新知三联书店 / 2019-5 / 99.00元,(530人评价),"最好的老师，讲最著名的课程，跟随葛兆光的目光，领略人类思想史的灿烂版图；
从政令文书到天文历法，沉入一手材料底层，重返“思想”发生的现场，用全球视野做中国学..."
重返昨日世界,豆瓣图书标签: 思想,(美) 利奥·达姆罗施 / 叶丽贤 / 广西师范大学出版社 / 2022-6 / 98.00,(42人评价),"如果茨威格的《昨日世界》直面了欧洲黄金年代的消逝，
那么，达姆罗施的《重返昨日世界》则呈现出人类迈向现代世界的灿烂图景。
《纽约时报》年度十大好书，《柯克斯..."
沉默的大多数,豆瓣图书标签: 思想,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(134631人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
悉达多,豆瓣图书标签: 思想,[德] 赫尔曼·黑塞 / 姜乙 / 天津人民出版社 / 2017-1 / 32.00元,(34565人评价),"《悉达多》并非是佛陀的故事，它讲述了一个人的一生，千万寻常人亦会经历的一生。
意气风发的少年郎，常认为自己是被命运选中的人。抛下过去，随了跌跌撞撞的步伐，找..."
梁永安：阅读、游历和爱情,豆瓣图书标签: 思想,梁永安 / 北京时代华文书局 / 2022-5-21 / 59.00,(1372人评价),"为什么我们活得那么累？
为什么我们越来越茫然？
为什么我们甚至开始不知道“我是谁”？
我们被指责内卷，又被指责躺平；我们被贩卖孤独，又被推销爱情；我们被推向..."
法治的细节,豆瓣图书标签: 思想,罗翔 / 云南人民出版社 / 2021-11 / 49.8,(7753人评价),"◎编辑推荐：
◇2020年度法治人物、中国政法大学罗翔教授全新法律随笔，解读热点案件，思辨法治要义。
◇集结罗翔近两年对法治与社会的观察，论法理、聊读书、谈..."
持续焦虑,豆瓣图书标签: 思想,[美国] 艾恺 / 生活·读书·新知三联书店 / 2022-4 / 49.00元,(105人评价),现代化是一个古典意义的悲剧，它带来的每一个利益都要求人类付出对他们仍有价值的其他东西作为代价。大部分近代以来的文学与哲学之勃兴，恰恰源于人们眼见他们珍视的东...
十三邀3 “我们都在给大问题做注脚”,豆瓣图书标签: 思想,许知远 / 一頁folio | 广西师范大学出版社 / 2020-12-1 / 58.00,(1870人评价),"◎ 编辑推荐
★ 10余位深刻影响时代的作家、知识分子集体亮相，现象级访谈节目《十三邀》年度钜献——知识分子专辑；许知远策划/主创，陈冲作序推荐：
《十三邀..."
工作、消费主义和新穷人,豆瓣图书标签: 思想,[英]齐格蒙特·鲍曼 / 郭楠 / 上海社会科学院出版社 / 2021-9 / 45.00元,(11724人评价),"◎ 我们的生活方式如何制造出新穷人？著名社会学家、思想家齐格蒙特·鲍曼警世之作，解读消费主义下的贫穷迷思。
◎ 在当代，人们能够作的，恐怕只有接受这就是一个..."
1984,豆瓣图书标签: 思想,[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00,(242073人评价),"★村上春树以《1Q84》向本书致敬
★著名学者刘绍铭经典译本内地首次出版
★62种文字风靡110个国家，全球销量超过5000万册
★《时代周刊》“最好的10..."
毛泽东选集 第一卷,豆瓣图书标签: 思想,毛泽东 / 人民出版社 / 1991-5 / 40.00元,(19716人评价),《毛泽东选集》第一卷包括了毛泽东同志在中国革命各个时期中的重要著作。几年前各地方曾经出过几种不同版本的《毛泽东选集》，都是没有经过著者审查的，体例颇为杂乱，...
厌女,豆瓣图书标签: 思想,上野千鹤子 / 王兰 / 上海三联书店 / 2015-1 / 28.00元,(42359人评价),《厌女》不是一部纯理论性著作，而是运用女性主义理论针对日本当代的各种社会现象的实践性分析。《厌女》处理了广泛的日本题材，其中既有文学性的，比如谈到小说家吉行...
中国思想史（三卷本）,豆瓣图书标签: 思想,葛兆光 / 复旦大学出版社 / 2013-6 / 128,(627人评价),《中国思想史（套装共3卷）》为《中国思想史》第二版。全书以个人的观察角度与理解视野，对中国知识、思想与信仰的历史进行历史的研究与描述。该书不仅关心古代中国精...
20世纪思想史,豆瓣图书标签: 思想,[英] 彼得·沃森 / 张凤、杨阳 / 译林出版社 / 2019-10 / 248.00元,(1256人评价),"★ 《思想史》作者全面解读20世纪，又一部拒绝简化的思想全史
★ 独树一帜的著史笔法，梳理现代人类境况的观念脉络
★ 20世纪为何如此与众不同，除了战争和政..."
感知·理知·自我认知,豆瓣图书标签: 思想,陈嘉映 / 北京日报出版社 / 2022-1 / 58,(874人评价),★ 哲学家陈嘉映先生新近思考力作。陈老师精研现象学、语言哲学，善于从小词的辨析入手去分析哲学问题，并终通达他一直在思考的问题，也就是那个古老的苏格拉底之问：...
鹿川有许多粪,豆瓣图书标签: 思想,李沧东 / 春喜 / 武汉大学出版社 / 2021-8 / 58.00元,(15340人评价),"豆瓣2021年度读书榜单
“年度外国文学（小说类）”
“年度高分图书”
“豆瓣书店最受欢迎图书”
李沧东封笔之作
直面错综复杂的生活本身，探索真正价值的可能..."
幽暗意识与民主传统,豆瓣图书标签: 思想,张灏 / 新星出版社 / 2006年1月1日 / 25.0,(384人评价),本书作者认为，中国传统的政治理想期盼道德成就卓越者担任政治领袖，其极致即圣人为王，这意味着政治领袖不但应该管理政治事务，而且要作精神导师。儒学始终未放弃人能...
﻿曾国藩传,豆瓣图书标签: 人物传记,张宏杰 / 民主与建设出版社 / 2019-1 / 68.00元,(11900人评价),曾国藩，没有显赫的家世，天赋堪称晚清同时代大人物当中最差，却官至两江总督、直隶总督、武英殿大学士，在复杂的时代变局中超越众人，成就最大，被誉为大清“中兴第一...
邓小平时代,豆瓣图书标签: 人物传记,[美] 傅高义 / 冯克利 / 生活·读书·新知三联书店 / 2013-1 / 88.00元,(50414人评价),"邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。
哈..."
苏东坡传,豆瓣图书标签: 人物传记,林语堂 / 湖南文艺出版社 / 2016-6 / 58,(10934人评价),本书讲述的苏东坡是一个秉性难改的乐天派，是悲天悯人的道德家，是散文作家，是新派的画家，是伟大的书法家，是酿酒的实验者，是工程师，是假道学的反对派，是瑜伽术的...
成为波伏瓦,豆瓣图书标签: 人物传记,[英]凯特·柯克帕特里克 / 刘海平 / 中信出版社 / 2021-3 / 78.00,(9317人评价),"“迄今为止最好的波伏瓦传记！”
“任何一个对波伏瓦哲学感兴趣的读者都不可错过的传记”
“她启发了全世界的女性，并改变了很多人的思考方式”
《金融时报》《卫报..."
秋园,豆瓣图书标签: 人物传记,杨本芬 / 北京联合出版公司 / 2020-6 / 38.00元,(43079人评价),"听八旬奶奶讲述她和妈妈的故事。
1914年，世上有了“秋园”这个人。1918年，汉语有了“她”这个字。秋园，她来过，挣扎过，绝望过，幸福过。今天，她80岁的..."
史蒂夫·乔布斯传（修订版）,豆瓣图书标签: 人物传记,[美] 沃尔特·艾萨克森 / 管延圻、魏群、余倩、赵萌萌、汤崧 / 中信出版社 / 2014-1 / 68.00元,(7263人评价),"乔布斯唯一授权的官方传记，继2011年首版后推出全新修订版！
本书由著名作家沃尔特•艾萨克森（Walter Isaacson）在乔布斯生前与其面对面交流40..."
褚时健传,豆瓣图书标签: 人物传记,周桦 / 中信出版社 / 2015-12 / 58.00元,(6991人评价),"褚时健，这是一个在中国烟草史上举足轻重的名字，这是一位将地方工厂发展成世界级行业巨头的能人，临近退休却折戟沉沙。
十几年后，褚时健的名字因为橙子享誉大江南北..."
硅谷钢铁侠,豆瓣图书标签: 人物传记,[美] 阿什利·万斯 / 周恒星 / 中信出版社 / 2016-4 / 68.00元,(12633人评价),"◎全球首部埃隆•马斯克授权著作！了解埃隆•马斯克最全面、最真实、最经典读本
◎创业者必读。首次披露马斯克如何建立和运营PayPal、特斯拉、Space X、..."
心若菩提,豆瓣图书标签: 人物传记,曹德旺 / 人民出版社 / 2015-1 / 49.00,(3872人评价),曹德旺1946年出生于福建福清高山，9岁上学，14岁辍学，卖过烟丝、贩过水果、修过板车。1983年承包高山异型玻璃厂。1985年将主业迅速转向汽车玻璃，彻底...
李光耀观天下,豆瓣图书标签: 人物传记,李光耀 / 北京大学出版社 / 2015-6 / 58.00元,(8348人评价),"★  李光耀是亚洲的传奇人物，因为他极强的领导能力和治国才能而倍受尊敬。——潘基文
★  李光耀对亚洲动态及经济管理的意见及见解，深受世上人尊重。——奥巴马..."
毛泽东传（共6册）,豆瓣图书标签: 人物传记,逄先知、金冲及 / 中央文献出版社 / 2011-1 / 460.00元,(947人评价),《毛泽东传(套装共6册)》主要依据中央档案馆保存的毛泽东建国后的文稿，讲话和谈话记录；中共中央文件和有关的会议记录。还根据《人民日报》、新华社电讯等报刊资料...
史蒂夫·乔布斯传,豆瓣图书标签: 人物传记,[美] 沃尔特·艾萨克森 / 管延圻、魏群、余倩、赵萌萌、汤崧 / 中信出版社 / 2011-10-24 / 68.00元,(56662人评价),这本乔布斯唯一授权的官方传记，在2011年上半年由美国出版商西蒙舒斯特对外发布出版消息以来，备受全球媒体和业界瞩目，这本书的全球出版日期最终确定为2011年...
异见时刻,豆瓣图书标签: 人物传记,[美] 伊琳·卡蒙（Irin Carmon）、[美] 莎娜·卡尼兹尼克（Shana Knizhnik） / 骆伟倩 / 湖南文艺出版社 / 2018-9 / 59.80元,(5755人评价),"《异见时刻》是美国联邦最高法院大法官（“九人”之一）金斯伯格的图文传记。
鲁思·巴德·金斯伯格（Ruth Bader Ginsburg）于1993年由民主党..."
杜甫评传,豆瓣图书标签: 人物传记,陈贻焮 / 生活·读书·新知三联书店 / 2022-4 / 328.00元,(74人评价),著名学者陈贻焮先生的力作，共三卷一百多万字，被公认为“当代杜诗学中的一座丰碑”。全书以杜诗编年为经，以同时代的历史记述与后代重要的杜诗注解为纬，以评带传，考...
人生由我,豆瓣图书标签: 人物传记,[加] 梅耶·马斯克 / 代晓 / 中信出版集团 / 2020-6 / 59.00元,(8167人评价),她15岁次登台，22岁结婚，31岁成为破产的单身母亲，随后辗转于3个国家的多个城市开展自己的事业，独立培养出3个出色的子女，同时获得了两个硕士学位。60多岁...
心若菩提（增订本）,豆瓣图书标签: 人物传记,曹德旺 / 人民出版社 / 2020 / 79.00元,(543人评价),曹德旺1946年出生于福建福清高山，9岁上学、14岁辍学，卖过烟丝、贩过水果、修过板车。1983年承包高山异型玻璃厂。1985年将主业迅速转向汽车玻璃，彻底...
苏东坡新传,豆瓣图书标签: 人物传记,李一冰 / 四川人民出版社 / 2020-7 / 168.00元,(2648人评价),"以诗词为主线，参考百余种书目，还原真实、立体的东坡形象
典雅装帧，四色彩插，全新增订
余秋雨高度评价的传记经典
【编辑推荐】
◎人生为何不快乐，只因未读苏东..."
王安石传,豆瓣图书标签: 人物传记,崔铭 / 天津人民出版社 / 2021-11-1 / 98.00元,(113人评价),"复旦首席教授王水照推荐，《苏轼传》《欧阳修传》作者耗时七年力作，宋代文坛、政坛“巨人三传”收官作品，纪念王安石诞辰一千年。
本书试图抛开固有的观念、习见的标..."
梵高传,豆瓣图书标签: 人物传记,[美] 史蒂芬·奈菲、[美] 格雷高里·怀特·史密斯 / 沈语冰、宋倩、何卫华、匡骁 / 译林出版社 / 2015-11 / 128.00,(2544人评价),留传世间的《向日葵》和《星夜》是怎么诞生的？真的是他亲手结束了热烈的一生吗？依托梵高博物馆档案和学术研究，取材自数千封书信和海量文献，《梵高传》收录了近20...
曾彦修访谈录,豆瓣图书标签: 人物传记,曾彦修(口述)、李晋西(记录整理) / 人民文学出版社 / 2020-3 / 49.00元,(994人评价),这是一部口述实录。曾彦修讲述了大半个世纪以来自己的经历：幼年在故乡四川宜宾的家族往事；三十年代初在延安马列学院所受的教育，跟随张闻天到晋西北调查，亲历延安整...
﻿豹迹,豆瓣图书标签: 艺术史,[美国] 巫鸿 / 上海三联书店 / 2022-6 / 108,(55人评价),他是国际知名的美术史家，在艺术研究领域举足轻重，同时他也是当代重要的艺术评论者，从西方艺术、当代艺术还是中国书画艺术，他的很多观点都让人大呼震撼，某种程度上...
艺术史的另一半,豆瓣图书标签: 艺术史,李君棠、垂垂 / 广西师范大学出版社 / 2022-6 / 128.00元,(36人评价),"马奈的缪斯、罗丹的情人、波洛克太太、北斋的女儿……这是她们的名字吗？她们真正的名字是什么？
.
一本可以让你笑着读完的艺术史科普漫画
一次性认识23位艺术史..."
中国绘画,豆瓣图书标签: 艺术史,[美国] 巫鸿 / 上海人民出版社 / 2022-3 / 88.00元,(116人评价),从岩石上的神秘图像，到陶器、建筑上的纹饰与壁画，绘画的二维平面如何产生？从陶瓮上的鹳鱼石斧图，到彩绘漆盒上人物与时空交叠的空间性图画，器物表面的写实绘画如何...
动物与人,豆瓣图书标签: 艺术史,[英] 肯尼斯·克拉克 / 张敢 / 湖南美术出版社 / 2022-6 / 148.00,(32人评价),从日益复杂的人类社会，回归单纯。艺术史大师肯尼斯·克拉克反思之作，聚焦西方艺术研究中鲜少关注的动物议题，揭示“动物”带给“人类”何种启示。至今为止，还没有一...
知识生成的图像史,豆瓣图书标签: 艺术史,尹吉男 / 生活·读书·新知三联书店 / 2022-7 / 128.00元,(13人评价),"“开放的艺术史丛书”原创系列首作
清理习见，改变思考古代图像史的方法
集二十余年精粹，呈现总结“知识生成”研究路径与思想源流
--
传统美术史的概念需要不断..."
认识印象派,豆瓣图书标签: 艺术史,[法] 维罗尼克·布吕埃·奥贝尔多 / 杨恩毅 / 北京联合出版公司 / 2022-5 / 168.00元,(32人评价),"一部跨越半个多世纪的印象主义运动史
全面介绍印象派的起源、风格、发展和影响
海量呈现500多幅印象派大师的经典绘画
入围法国驻华大使馆“傅雷翻译出版资助计划..."
艺术的故事,豆瓣图书标签: 艺术史,[英] 贡布里希 (Sir E.H.Gombrich) / 范景中、杨成凯 / 广西美术出版社 / 2008-04 / 280.00,(22112人评价),《艺术的故事》概括地叙述了从最早的洞窟绘画到当今的实验艺术的发展历程，以阐明艺术史是“各种传统不断迂回、不断改变的历史，每一件作品在这历史中都既回顾过去又导...
中国美术五千年,豆瓣图书标签: 艺术史,杨琪 / 中信出版社 / 2022-3-25 / 168.00元,(85人评价),"读懂中国美术，就是读懂中国人审美语言。24个朝代，50位名家，300幅传世画作，构筑上下5000年的风雅传承。
本书按照时间线，讲述中国美术的风格演变、技法..."
现代艺术150年,豆瓣图书标签: 艺术史,[英] 威尔·贡培兹 / 王烁、王同乐 / 广西师范大学出版社 / 2017-3-1 / 65.00元,(11861人评价),要掌握现代艺术的游戏规则，你需要知道些什么？——涵括近百位艺术家及其代表作，梳理二十多个现代艺术流派的渊源流变，勾勒现代艺术的发展历程。这一百五十年来艺术究...
中国风,豆瓣图书标签: 艺术史,佛朗切斯科·莫瑞纳 / 龚之允、钱丹 / 上海书画出版社 / 2022-3 / 196.00,(21人评价),中国风（Chinoiserie）是自13世纪晚期开始就在欧洲出现的一种艺术和文化文化艺术现象，而马可波罗在元大都（北京）受到元世祖忽必烈接见这一事件可以作为...
大话中国艺术史,豆瓣图书标签: 艺术史,意公子 / 海南出版社 / 2022-2 / 118.00,(1494人评价),"◆句句有梗，一口气读完10000年中国艺术史
◆2020年热门艺术书籍《大话西方艺术史》姐妹篇，这本句句有梗的极简艺术史又来了！
◆作者多次预告，读者翘首以..."
砚史,豆瓣图书标签: 艺术史,[美]高彦颐 / 詹镇鹏 / 商务印书馆 / 2022-5 / 158.00元,(24人评价),"【专家推荐】
高彦颐的研究不断地挑战我们习以为常的分类范畴。她修正了我们对传统明清女性社会角色的认识,颠覆了五四以来的缠足解释。这本《砚史》更进一步拆除了身..."
全球转向下的艺术史,豆瓣图书标签: 艺术史,[英]雅希·埃尔斯纳（Jaś Elsner） / 胡默然等 / 上海人民出版社 / 2022-4 / 118.00元,(少于10人评价),《全球转向下的艺术史——从欧洲中心主义到比较主义》是“OCAT研究中心年度讲座丛书”第三辑，为中英双语读物。本书主要为2017年OCAT研究中心年度讲座系列...
艺术史导论,豆瓣图书标签: 艺术史,[德]汉斯·贝尔廷、[德]海因里希·迪利、[德]沃尔夫冈·肯普 / 贺询 / 北京大学出版社 / 2021-9 / 105.00元,(117人评价),这是一本艺术史学科导论性质的著作，也是一本艺术史学习经典指南。此书对学科内最重要的基础知识进行了清晰而不流于表面的概述，其所关注的不是包含诸多艺术家姓名和风...
美源,豆瓣图书标签: 艺术史,杨泓、李力 / 生活·读书·新知三联书店 / 2022-4 / 108.00元,(少于10人评价),中国古代艺术辉煌灿烂，但因屡遭历史的战乱和劫难，传世者寥若晨星。所幸的是，20世纪后半叶以来，我国的田野考古调查和发掘工作蓬勃开展，特别是最近二三十年，几乎...
读图观史,豆瓣图书标签: 艺术史,贺西林 / 北京大学出版社 / 2022-4 / 145,(少于10人评价),汉唐美术开创格局，成就风范，在诸多领域开后世之先河，启未来之风气，树时代之楷模。其以特有的视觉方式建构了帝国形象，描绘了现实生活，营造了死后世界。近半个世纪...
从灵光殿到武梁祠,豆瓣图书标签: 艺术史,缪哲 / 生活·读书·新知三联书店 / 2021-10 / 188,(76人评价),"汉代画像研究是中国美术史中的显学。武氏祠及其所属的孝堂山祠—武梁祠派画像，同时也是汉代研究的显学。
缪哲教授近年的研究集中于利用考古出土的墓葬材料，重建西汉..."
艺术的故事,豆瓣图书标签: 艺术史,[英] E. H. 贡布里希 / 范景中、杨成凯 / 广西美术出版社 / 2015-7-20 / 320.00元,(1605人评价),《艺术的故事》是艺术书籍中最著名、最流行的著作。它概述了从最早的洞窟绘画到当今的实验艺术的发展历程，出版50多年来，一直是这一领域无可匹敌的入门书。全世界不...
图说中国绘画史,豆瓣图书标签: 艺术史,[美]  高居翰 / 李渝 / 生活·读书·新知三联书店 / 2014-4 / 88.00元,(2821人评价),本书是1958年由瑞士人史基拉策划的一套亚洲艺术丛书之一，以编入他当时已获盛名的欧洲艺术丛书。经喜龙仁推荐，当时正在攻读博士学位的高居翰获得了写作本书的机会...
万物,豆瓣图书标签: 艺术史,［德］雷德侯 / 张总、钟晓青、陈芳、韦正、赵洲   译、党晟    校 / 生活·读书·新知三联书店 / 2012-8 / 39.00元,(617人评价),作者从多个方面，既依照历史的线索、技术发展的过程，也依照艺术的门类、材质工艺的区别，深入到中国文化与审美观念的层次，分析了中国的艺术与工艺，揭示出中国艺术史...
﻿庄子,豆瓣图书标签: 国学,孙通海 译注、方勇 译注 / 方勇 译注 / 中华书局 / 2007-04 / 20.00元,(9843人评价),"“中华经典藏书书系”，内容经典，形式精美，全面体现“经典藏书”理念。
《庄子》为其中之一。
《庄子》是继《老子》之后体现道家学说的一部极其重要的作品。现今通..."
傅佩荣译解易经,豆瓣图书标签: 国学,傅佩荣 / 2012-7 / 85.00元,(62人评价),《傅佩荣译解易经(精装版)》涵盖了天地人生之道的性生命学，肯定万物的起源、发展、变化、结束，都是阴与阳这二元因素（或力量）所造成的。主要包含了六十四卦的卦图...
道德经,豆瓣图书标签: 国学,黄元吉 / 陕西人民出版社 / 1996-10 / 4.50元,(17547人评价),《道德經》，又稱《道德真經》、《老子》、《五千言》、《老子五千文》，是中國古代先秦諸子分家前的一部著作，為其時諸子所共仰，傳說是春秋時期的老子李耳所撰寫，是...
老子,豆瓣图书标签: 国学,老子 / 汤漳平、王朝华 / 中华书局 / 2014-7 / 23,(1285人评价),《老子》五千言，共八十一章，多为韵文，分道经和德经两部分，所以又称《道德经》。与《庄子》如双峰并峙，是先秦道家学派的代表性著作。重在详尽论述作为宇宙本体、万...
知道几句三字经,豆瓣图书标签: 国学,刘勃、萧桓 / 上海人民出版社 / 2022-1-20 / 49.00元,(121人评价),"☆著名文史作者刘勃，一位给女儿讲故事，打败了动画片和iPad的爸爸
详解蒙学读本的来龙去脉；利弊得失，帮助家长了然于胸。
☆要教孩子《三字经》就买这一本！
..."
人间事,豆瓣图书标签: 国学,许枫 / 中国商务出版社 / 138.00,(35人评价),近代以来，首次以传统体例—“解”，系统地诠释《论语》，还原儒家士人启蒙范式。作者以家传正韵、句读、圈段、结篇、补阙、索引、借马古文解析七法，以阳明心学发蒙，...
易经真的很容易,豆瓣图书标签: 国学,曾仕强、刘君政 / 陕西师范大学出版社 / 2009-4-1 / 32.00元,(353人评价),研读《易经》，研修易学，真正的功能，是改变自己的命运。方法十分简便，就是以自己的心，来改变自己的行为态度。也可以说，用心选择合乎自己需求的人生途径。.
论语新解,豆瓣图书标签: 国学,钱穆 / 生活·读书·新知三联书店 / 2012-7-1 / 39.00元,(747人评价),《论语》自西汉以来，为中国识字人一部人人必读书。读《论语》必兼读注。历代诸儒注释不绝，最著者有三书。一、何晏《集解》，网罗汉儒旧义。又有皇侃《义疏》，广辑自...
道德经,豆瓣图书标签: 国学,张景、张松辉 译注 / 中华书局 / 2021-5-1 / 30.00元,(762人评价),《道德经》又称《道德真经》《老子》，分“道经”“德经”上下两篇，共八十一章。它不仅是道家（包括道教）代表作，而且还被尊为诸子之首、万经之王。《道德经》虽然只...
六韬,豆瓣图书标签: 国学,陈曦 / 中华书局 / 2016-9-1 / 25.00,(108人评价),《六韬》是中国早期的军事百科全书。它采用姜太公与周文王、周武王对话的撰述方式，探讨了政治学与军事学两大部分思想内容，其中第一卷《文韬》与第二卷《武韬》的主要...
周易译注,豆瓣图书标签: 国学,黄寿祺、张善文 / 上海古籍出版社 / 2018-6-1 / 69.00元,(126人评价),冠居“群经”之首的《周易》，是我国古代现存最早的一部奇特的哲学专著。本书将《周易》全文译成易读的现代汉语，并加以详细的注释、解说，对《周易》的历史、读易的方...
传习录,豆瓣图书标签: 国学,（明）王阳明 撰 / 黎业明  译注 / 上海古籍出版社 / 2021-6 / 89,(64人评价),"★一本为所有人而写的传习录，一本极具特色的传习录译注
★汤一介、冯达文弟子，深圳大学黎业明教授点校、注释、翻译
★以明隆庆六年刊本为底本，对校本、参校本合计..."
华杉讲透《孙子兵法》（修订版）,豆瓣图书标签: 国学,华杉 / 江苏文艺出版社 / 2016-4 / 59.90,(870人评价),"《孙子兵法》6111字，似乎每个字都艰深玄奥，让很多人望而却步；其实，只要抓住兵法的根本思想，就会发现处处豁然开朗、字字明明白白。
本书作者华杉，研究孙子兵..."
易经的智慧合集,豆瓣图书标签: 国学,曾仕强 / 2016-7-1,(74人评价),"易经学习的经典教科书！
1、称得上教科书的书籍，必须讲解详实，观点清晰明确。《易经的智慧》这套书籍，在编写的时候，秉承让读者看懂的原则，用一些通俗易懂的言语..."
孙子兵法,豆瓣图书标签: 国学,孙武 / 郭化若 / 上海古籍出版社 / 2006-7 / 20.00元,(11487人评价),《孙子兵法》是我国最古老最杰出的一部兵书，历来备受推崇，研习者辈出不穷。我们现在能见到的最早为《孙子兵法》作注的乃一代枭雄曹操，字里行间不乏曹操的真知灼见。...
白话易经,豆瓣图书标签: 国学,孙振声编著 / 星光出版社(台湾) / 1981 / 平装定价:240台币,(40人评价),"經是我國最古老的經典，也是古聖先賢的智慧結；通說：伏羲制卦；文王繫辭，孔子作十翼；書中精義，乃是在於對天道與人理的綜合探討，追求宇宙原理的唯一著作。
嬴政把..."
国文课,豆瓣图书标签: 国学,徐晋如 / 广西师范大学出版社 / 2022-5 / 88,(48人评价),"一部新见迭出的中国古典文学史。儒家学者、诗文大家徐晋如三十年积淀，从《诗经》讲到明清传奇，梳理国文正脉，讲透风雅中国。大学问出品
龚鹏程作序，毕飞宇、余世存..."
老子今研,豆瓣图书标签: 国学,裘锡圭 / 中西书局 / 2021-3 / 86.00元,(77人评价),本书辑裘锡圭先生近年来结合出土的《老子》简帛本研究今本《老子》的主要成果，编为一册，列入 “中国古典学的重建”丛书。本书共收录相关论文8篇，主要利用马王堆帛...
王蒙讲孔孟老庄,豆瓣图书标签: 国学,王蒙 / 天地出版社            出品方：天喜文化 / 2020-4-30 / 79.00元,(66人评价),"王蒙讲孔孟老庄，“要的就是老王的那点灵气，那点经历，那点沉浮，那点切骨的感受与独有的体会，那点言之成理、思之成精的新发现。”
读《论语》，通晓为人处世规律，..."
冰鉴 挺经,豆瓣图书标签: 国学,曾国藩 / 李飞跃、蒲宏凌 / 中华书局 / 2014-8 / 34.00元,(171人评价),《冰鉴 挺经》系与晚清名臣曾国藩密切联系的两部著作，因其中部分条目内容出自与曾国藩同时代有交往人士的记录，书中也较多介绍了曾氏平时在家书和兵书通信等文书中宣...
